Syllable,Tone,FullPinyin,Exists,Character(s),Meaning
nao,1,nao1,Yes,,(dialect) no good (contracted form of 不好)
nao,2,nao2,Yes,,to scratch  / to thwart  / to yield; (literary) to disturb  / (literary) to weaken; big cymbals
nao,3,nao3,Yes,,brain  / mind  / head  / essence; used in 瑪瑙｜玛瑙; to tease; to play around with
nao,4,nao4,Yes,,noisy  / cacophonous  / to make noise  / to disturb  / to vent (feelings)  / to fall ill  / to have an attack (of sickness)  / to go in (for some activity)  / to joke; variant of 鬧｜闹; surname Nao
ne,1,ne1,No,,
ne,2,ne2,Yes,,used in 哪吒  / Taiwan pr. [nuo2]
ne,3,ne3,No,,
ne,4,ne4,Yes,,to speak slowly  / inarticulate; old variant of 訥｜讷; sick  / sickness  / Kang Xi radical 104  / also pr. [chuang2]
nei,1,nei1,No,,
nei,2,nei2,No,,
nei,3,nei3,Yes,,"which? (interrogative, followed by classifier or numeral-classifier); (bound form) hungry; starving  / (bound form) dispirited  / (literary) (of fish) putrid"
nei,4,nei4,Yes,,inside  / inner  / internal  / within  / interior; neon Ne (chemistry) (now written 氖)
nen,1,nen1,No,,
nen,2,nen2,No,,
nen,3,nen3,No,,
nen,4,nen4,Yes,,young and tender  / (of food) tender; lightly cooked  / (of color) light  / (of a person) inexperienced; unskilled; old variant of 嫩; to think  / this  / which?  / how? (literary)  / Taiwan pr. [ren4]
neng,1,neng1,No,,
neng,2,neng2,Yes,,can  / to be able to  / might possibly  / ability  / (physics) energy; surname Neng
neng,3,neng3,No,,
neng,4,neng4,No,,
ni,1,ni1,Yes,,girl  / phonetic &quot;ni&quot; (in female names)  / Taiwan pr. [ni2]
ni,2,ni2,Yes,,mud  / clay  / paste  / pulp; dense wool fabric (used for coats and jackets); Buddhist nun  / (often used in phonetic spellings)
ni,3,ni3,Yes,,"you (informal, as opposed to courteous 您); you (Note: In Taiwan, 妳 is used to address females, but in mainland China, it is not commonly used. Instead, 你 is used to address both males and females.); to plan to  / to draft (a plan)  / to imitate  / to assess  / to compare  / pseudo-"
ni,4,ni4,Yes,,contrary  / opposite  / backwards  / to go against  / to oppose  / to betray  / to rebel; to drown  / to indulge  / addicted to  / to spoil (a child); restrained
nian,1,nian1,Yes,,to nip  / to grasp with the fingers  / to fiddle with  / Taiwan pr. [nian2]; to fade  / to wither  / to wilt  / listless
nian,2,nian2,Yes,,year  / CL: 個｜个; grain  / harvest (old)  / variant of 年; sticky; glutinous  / (Tw) to adhere; to stick on; to glue
nian,3,nian3,Yes,,to twirl (in the fingers); (archaic) man-drawn carriage  / an imperial carriage  / to transport by carriage; stone roller  / roller and millstone  / to grind  / to crush  / to husk
nian,4,nian4,Yes,,"to read  / to study (a subject)  / to attend (a school)  / to read aloud  / to give (sb) a tongue-lashing (CL:頓｜顿)  / to miss (sb)  / idea  / remembrance  / twenty (banker&#039;s anti-fraud numeral corresponding to 廿); variant of 念, to read aloud; earth embankment used to hold back or retain water  / dike around a paddy field"
niang,1,niang1,No,,
niang,2,niang2,Yes,,mother  / young lady  / (coll.) effeminate; variant of 娘; Japanese variant of 孃｜娘
niang,3,niang3,No,,
niang,4,niang4,Yes,,to ferment  / to brew  / to make honey (of bees)  / to lead to  / to form gradually  / wine  / stuffed vegetables (cooking method); Japanese variant of 釀｜酿
niao,1,niao1,No,,
niao,2,niao2,No,,
niao,3,niao3,Yes,,"bird  / CL: 隻｜只, 群 / &quot;bird&quot; radical in Chinese characters (Kangxi radical 196)  / (dialect) to pay attention to  / (intensifier) damned  / goddamn; delicate  / graceful; delicate  / graceful"
niao,4,niao4,Yes,,to urinate  / urine  / CL: 泡; carbamide  / urea (NH2)2CO  / also written 尿素; variant of 尿
nie,1,nie1,Yes,,"to hold between the thumb and fingers  / to pinch  / to mold (using the fingers)  / to hold (lit. in one&#039;s hand and fig.)  / to join together  / to fabricate (a story, a report, etc); variant of 捏"
nie,2,nie2,Yes,,weary  / tired
nie,3,nie3,No,,
nie,4,nie4,Yes,,"surname Nie; to whisper; bones of the temple (on the human head)  / see 顳顬｜颞颥, temple"
nin,1,nin1,No,,
nin,2,nin2,Yes,,"you (courteous, as opposed to informal 你); old variant of 您"
nin,3,nin3,No,,
nin,4,nin4,No,,
ning,1,ning1,No,,
ning,2,ning2,Yes,,to pinch  / wring; abbr. for Ningxia Hui Autonomous Region 寧夏回族自治區｜宁夏回族自治区  / abbr. for Nanjing 南京  / surname Ning; peaceful  / to pacify  / to visit (one&#039;s parents etc)
ning,3,ning3,Yes,,mistake  / to twist
ning,4,ning4,Yes,,would rather  / to prefer  / how (emphatic)  / Taiwan pr. [ning2]; to flatter  / flattery; old variant of 寧｜宁
niu,1,niu1,Yes,,girl
niu,2,niu2,Yes,,"ox  / cow  / bull  / CL: 條｜条, 頭｜头 / newton (abbr. for 牛頓｜牛顿)  / (slang) awesome; surname Niu"
niu,3,niu3,Yes,,to turn  / to twist  / to wring  / to sprain  / to swing one&#039;s hips; to turn  / to wrench  / button  / nu (Greek letter Νν); surname Niu
niu,4,niu4,Yes,,stubborn; perverse; contrary
nong,1,nong1,No,,
nong,2,nong2,Yes,,concentrated  / dense  / strong (smell etc); surname Nong; (bound form) agriculture
nong,3,nong3,No,,
nong,4,nong4,Yes,,to do  / to manage  / to handle  / to play with  / to fool with  / to mess with  / to fix  / to toy with; old variant of 弄; old variant of 弄
nu,1,nu1,No,,
nu,2,nu2,Yes,,slave; child  / offspring; (literary) inferior horse
nu,3,nu3,Yes,,to exert  / to strive; crossbow; to pout
nu,4,nu4,Yes,,anger  / fury  / flourishing  / vigorous
nuan,1,nuan1,No,,
nuan,2,nuan2,No,,
nuan,3,nuan3,Yes,,warm  / to warm; old variant of 暖; variant of 暖
nuan,4,nuan4,No,,
nuo,1,nuo1,No,,
nuo,2,nuo2,Yes,,to shift  / to move; surname Nuo; (archaic) many  / beautiful  / how  / old variant of 挪
nuo,3,nuo3,Yes,,graceful; frail and petite
nuo,4,nuo4,Yes,,to consent  / to promise  / (literary) yes!; nobelium (chemistry); glutinous rice  / sticky rice
nü,1,nü1,No,,
nü,2,nü2,No,,
nü,3,nü3,Yes,,female  / woman  / daughter; neodymium (chemistry); cakes of rice-flour and honey
nü,4,nü4,Yes,,"ashamed; to bleed from the nose (or from the ears, gums etc)  / fig. to be defeated; old variant of 衄"
nüe,1,nüe1,No,,
nüe,2,nüe2,No,,
nüe,3,nüe3,No,,
nüe,4,nüe4,Yes,,(bound form) brutal; oppressive; harsh  / (literary) disaster; catastrophe; malaria
o,1,o1,Yes,,"oh; ah (used to indicate realization)  / also pr. [ou4]; (interjection) oh; I see (used to indicate realization, understanding)"
o,2,o2,Yes,,oh (interjection indicating doubt or surprise)
o,3,o3,Yes,,(interj. of surprise)
o,4,o4,Yes,,oh (interjection indicating that one has just learned sth)
ou,1,ou1,Yes,,surname Ou; Europe (abbr. for 歐洲｜欧洲)  / surname Ou; old name for Wenzhou City 溫州市｜温州市 in Zhejiang 浙江
ou,2,ou2,Yes,,used in 吽牙
ou,3,ou3,Yes,,accidental  / image  / pair  / mate; vomit; a pair  / a mate  / a couple  / to couple  / plowshare
ou,4,ou4,Yes,,to steep  / to macerate; to annoy  / to irritate  / to be annoyed  / to sulk
pa,1,pa1,Yes,,"to lie on one&#039;s stomach  / to lean forward, resting one&#039;s upper body (on a desktop etc)  / (Tw) percent; used in 派司; percent (Tw)"
pa,2,pa2,Yes,,to crawl  / to climb  / to get up or sit up; used in 枇杷; to rake up  / to steal  / to braise  / to crawl
pa,3,pa3,No,,
pa,4,pa4,Yes,,to be afraid  / to fear  / to dread  / to be unable to endure  / perhaps; to wrap  / kerchief  / handkerchief  / headscarf  / pascal (SI unit); surname Pa
pai,1,pai1,Yes,,to pat  / to clap  / to slap  / to swat  / to take (a photo)  / to shoot (a film)  / racket (sports)  / beat (music)
pai,2,pai2,Yes,,"a row  / a line  / to set in order  / to arrange  / to line up  / to eliminate  / to drain  / to push open  / platoon  / raft  / classifier for lines, rows etc; signboard; plaque; plate; tablet (CL:塊｜块)  / brand; trademark (CL:個｜个)  / mahjong tile; domino; playing card (CL:張｜张)  / (bound form) fixed pattern for lyrics or set melody in classical poetry or music (used in 詞牌｜词牌 and 曲牌); used in 徘徊"
pai,3,pai3,Yes,,used in 迫擊炮｜迫击炮
pai,4,pai4,Yes,,"(literary) tributary; branch of a river  / clique; school; group; faction  / (bound form) style; manner  / to send (a person or resource); to dispatch; to allocate (a resource or task); to appoint (sb)  / classifier for factions, groups etc  / (preceded by 一) classifier used in characterizing a scene, atmosphere, demeanor, sound, remark etc  / (loanword) pi (Greek letter Ππ); the circular ratio 𝜋 = 3.14159...  / (loanword) pie; used in transliteration; used in 澎湃"
pan,1,pan1,Yes,,"to climb (by pulling oneself up)  / to implicate  / to claim connections of higher status; surname Pan; surname Pan  / Pan, faun in Greek mythology, son of Hermes"
pan,2,pan2,Yes,,"tray; plate; dish  / (finance) (bound form) market prices  / (computing) (bound form) disk  / to coil (a rope, pigtail etc)  / to check; to examine; to investigate  / to transfer; to sell (property)  / to shift; to move (sth big and heavy)  / classifier for things resembling a plate or dish  / classifier for coils  / classifier for games or matches (chess, table tennis etc); healthy  / at ease; see 般樂｜般乐"
pan,3,pan3,No,,
pan,4,pan4,Yes,,(bound form) to differentiate; to distinguish  / (bound form) clearly (different)  / to judge; to decide; to grade  / (of a judge) to sentence; to hope for  / to long for  / to expect; to catch sight of in a doorway (old)
pang,1,pang1,Yes,,(literary) (of rainfall or snowfall) heavy; puffed (swollen); rushing (water)
pang,2,pang2,Yes,,"one side  / other  / different  / lateral component of a Chinese character (such as 刂, 亻 etc); used in 磅礡｜磅礴  / Taiwan pr. [pang1]; surname Pang"
pang,3,pang3,Yes,,to hoe; (dialect) to boast  / to brag  / (onom.) sound of hitting sth
pang,4,pang4,Yes,,fat  / plump
pao,1,pao1,Yes,,to throw  / to toss  / to fling  / to cast  / to abandon; puffed; swollen; spongy  / small lake (esp. in place names)  / classifier for urine or feces; used in the names of various berries
pao,2,pao2,Yes,,to dig  / to excavate  / (coll.) to exclude  / not to count  / to deduct  / to subtract; kitchen; (of an animal) to paw (the ground)
pao,3,pao3,Yes,,to run  / to run away  / to escape  / to run around (on errands etc)  / (of a gas or liquid) to leak or evaporate  / (verb complement) away  / off
pao,4,pao4,Yes,,bubble; foam  / blister  / to soak; to steep; to infuse  / to dawdle; to loiter  / to pick up (a girl)  / to get off with (a sexual partner)  / classifier for occurrences of an action  / classifier for number of infusions; cannon  / CL: 座 / firecracker; variant of 炮
pei,1,pei1,Yes,,embryo; variant of 胚; pah!  / bah!  / pooh!  / to spit (in contempt)
pei,2,pei2,Yes,,to compensate for loss  / to indemnify  / to suffer a financial loss; to accompany  / to keep sb company  / to assist  / old variant of 賠｜赔; surname Pei
pei,3,pei3,No,,
pei,4,pei4,Yes,,to join  / to fit  / to mate  / to mix  / to match  / to deserve  / to make up (a prescription)  / to allocate; copious  / abundant; to respect  / to wear (belt etc)
pen,1,pen1,Yes,,to spout; to spurt; to spray; to puff  / (slang) to criticize scathingly (esp. online); to spurt  / to blow out  / to puff out  / to snort; old variant of 噴｜喷
pen,2,pen2,Yes,,"basin  / flower pot  / unit of volume equal to 12 斗 and 8 升, approx 128 liters  / CL: 個｜个; flowing of water  / name of a river"
pen,3,pen3,No,,
pen,4,pen4,Yes,,"(of a smell) strong  / peak season (of a crop)  / (classifier for the ordinal number of a crop, in the context of multiple harvests)"
peng,1,peng1,Yes,,(onom.) bang; to boil; to brew (tea)  / to cook by briefly stir-frying and then mixing in sauce  / (old) to boil to death (judicial punishment in ancient times); (onom.) bang; thump
peng,2,peng2,Yes,,"menorrhagia; Peng, large fabulous bird  / roc; surname Peng"
peng,3,peng3,Yes,,to hold or offer with both hands  / to sing the praises of  / classifier for what can be held in both hands
peng,4,peng4,Yes,,to touch  / to meet with  / to bump; variant of 碰; old variant of 碰
pi,1,pi1,Yes,,"to ascertain  / to act on  / to criticize  / to pass on  / classifier for batches, lots, military flights  / tier (for the ranking of universities and colleges); to drape over one&#039;s shoulders  / to open  / to unroll  / to split open  / to spread out; to hack  / to chop  / to split open  / (of lightning) to strike"
pi,2,pi2,Yes,,leather  / skin  / fur  / CL: 張｜张 / pico- (one trillionth)  / naughty; spleen; surname Pi
pi,3,pi3,Yes,,"(bound form) matching; comparable to  / (bound form) alone; single; one of a pair  / classifier for horses, mules etc (Taiwan pr. [pi1])  / classifier for cloth: bolt  / horsepower; variant of 匹  / classifier for cloth: bolt; clogged  / evil"
pi,4,pi4,Yes,,fart  / flatulence  / nonsense  / (usu. in the negative) what  / (not) a damn thing; to open (a door)  / to open up (for development)  / to dispel; to refute; to repudiate  / (bound form) penetrating; incisive; to give an example
pian,1,pian1,Yes,,"sheet  / piece of writing  / bound set of bamboo slips used for record keeping (old)  / classifier for written items: chapter, article; to lean  / to slant  / oblique  / prejudiced  / to deviate from average  / to stray from the intended line  / stubbornly  / contrary to expectations; disk  / sheet"
pian,2,pian2,Yes,,used in 胼胝; (tree); basket-couch in coffin
pian,3,pian3,Yes,,to brag  / Taiwan pr. [pian2]
pian,4,pian4,Yes,,"thin piece  / flake  / a slice  / film  / TV play  / to slice  / to carve thin  / partial  / incomplete  / one-sided  / classifier for slices, tablets, tract of land, area of water  / classifier for CDs, movies, DVDs etc  / used with numeral 一: classifier for scenario, scene, feeling, atmosphere, sound etc  / Kangxi radical 91; to cheat  / to swindle  / to deceive  / to get on (a horse etc) by swinging one leg over; used in 猵狙"
piao,1,piao1,Yes,,to float (in the air); to flutter; to waft  / complacent; frivolous  / weak; shaky; wobbly; variant of 飄｜飘; to float  / to drift
piao,2,piao2,Yes,,"to visit a prostitute; surname Piao  / Korean surname (Park, Pak or Bak)  / also pr. [Pu2]; dipper  / ladle"
piao,3,piao3,Yes,,to bleach; (literary) light blue  / (literary) light blue silk fabric; white
piao,4,piao4,Yes,,"ticket  / ballot  / banknote  / CL: 張｜张 / person held for ransom  / amateur performance of Chinese opera  / classifier for groups, batches, business transactions; used in 漂亮; white horse"
pie,1,pie1,Yes,,"to cast away  / to fling aside; to shoot a glance  / glance  / to appear in a flash; protium 1H  / light hydrogen, the most common isotope of hydrogen, having no neutron, so atomic weight 1"
pie,2,pie2,No,,
pie,3,pie3,Yes,,"to throw  / to cast  / left-slanting downward brush stroke (calligraphy); radical in Chinese characters (Kangxi radical 4), aka 撇; variant of 丿"
pie,4,pie4,No,,
pin,1,pin1,Yes,,to piece together; to put together  / to pool (resources etc); to share  / to risk all; to go all out  / to spell (words); variant of 拼; to be a mistress or lover
pin,2,pin2,Yes,,frequency  / frequently  / repetitious; pearl; poor  / inadequate  / deficient  / garrulous
pin,3,pin3,Yes,,(bound form) article; commodity; product; goods  / (bound form) grade; rank  / kind; type; variety  / character; disposition; nature; temperament  / to taste sth; to sample  / to criticize; to comment; to judge; to size up  / fret (on a guitar or lute); classifier for roof beams and trusses
pin,4,pin4,Yes,,"to employ; to appoint  / (bound form) to betroth  / (coll.) (of a woman) to get married; to be marrried off  / (literary) to visit another state as an envoy on a diplomatic mission  / Taiwan pr. [ping4]; (of a bird, animal or plant) female  / keyhole  / valley"
ping,1,ping1,Yes,,(onom.) ping  / bing; graceful; chivalrous knight
ping,2,ping2,Yes,,flat  / level  / equal  / to tie (make the same score)  / to draw (score)  / calm  / peaceful  / abbr. for 平聲｜平声; bottle  / vase  / pitcher  / CL: 個｜个 / classifier for wine and liquids; variant of 瓶
ping,3,ping3,No,,
ping,4,ping4,No,,
po,1,po1,Yes,,to splash  / to spill  / rough and coarse  / brutish; slope  / CL: 個｜个 / sloping  / slanted; rather  / quite  / considerably  / oblique  / inclined  / slanting  / Taiwan pr. [po3]
po,2,po2,Yes,,(bound form) grandmother  / (bound form) matron  / (bound form) mother-in-law  / (slang) femme (in a lesbian relationship); surname Po; name of a lake
po,3,po3,Yes,,not  / thereupon; promethium (chemistry); flat basket-tray
po,4,po4,Yes,,"broken  / damaged  / worn out  / lousy  / rotten  / to break, split or cleave  / to get rid of  / to destroy  / to break with  / to defeat  / to capture (a city etc)  / to expose the truth of; (literary) soul; mortal soul (i.e. attached to the body); Celtis sinensis var. japonica"
pou,1,pou1,Yes,,to cut open  / to analyze  / Taiwan pr. [pou3]
pou,2,pou2,Yes,,take up in both hands; take up in both hands; collect
pou,3,pou3,Yes,,"break up  / hit; pooh  / pah  / bah  / (today used as a phonetic component in 部, 倍, 培, 剖 etc); variant of 咅  / also pr. [tou4]"
pou,4,pou4,No,,
pu,1,pu1,Yes,,to throw oneself at  / to pounce on  / to devote one&#039;s energies  / to flap  / to flutter  / to dab  / to pat  / to bend over; to spread  / to display  / to set up  / (old) holder for door-knocker; (onom.) pop  / plop  / pfff  / putt-putt of a motor
pu,2,pu2,Yes,,chest  / breast; Portugal  / Portuguese  / abbr. for 葡萄牙; used in 葡萄
pu,3,pu3,Yes,,chart  / list  / table  / register  / score (music)  / spectrum (physics)  / to set to music; surname Pu; river bank  / shore  / river drainage ditch (old)
pu,4,pu4,Yes,,variant of 鋪｜铺  / used in place names; to air  / to sun; variant of 曝
qi,1,qi1,Yes,,"seven  / 7; variant of 期  / period  / cycle; a period of time  / phase  / stage  / classifier for issues of a periodical, courses of study  / time  / term  / period  / to hope  / Taiwan pr. [qi2]"
qi,2,qi2,Yes,,"to sit astride  / to ride (a horse, bike etc)  / classifier for saddle horses; neat  / even  / level with  / identical  / simultaneous  / all together  / to even sth out; his  / her  / its  / their  / that  / such  / it (refers to sth preceding it)"
qi,3,qi3,Yes,,"to rise  / to raise  / to get up  / to set out  / to start  / to appear  / to launch  / to initiate (action)  / to draft  / to establish  / to get (from a depot or counter)  / verb suffix, to start  / starting from (a time, place, price etc)  / classifier for occurrences or unpredictable events: case, instance  / classifier for groups: batch, group; Qi son of Yu the Great 禹, reported founder of the Xia Dynasty 夏朝 (c. 2070-c. 1600 BC); to open  / to start  / to initiate  / to enlighten or awaken  / to state  / to inform"
qi,4,qi4,Yes,,gas; air  / smell  / weather  / to make angry; to annoy; to get angry  / vital energy; qi; device  / tool  / utensil  / CL: 臺｜台; to marry off (a daughter)
qia,1,qia1,Yes,,to pick (flowers)  / to pinch  / to nip  / to pinch off  / to clutch  / (slang) to fight; used in 袷袢; used in 菝葜
qia,2,qia2,Yes,,to grip with both hands  / to put one&#039;s hands on (one&#039;s hips)
qia,3,qia3,Yes,,to block  / to be stuck  / to be wedged  / customs station  / a clip  / a fastener  / a checkpost  / Taiwan pr. [ka3]
qia,4,qia4,Yes,,exactly  / just; ilium  / outermost bone of the pelvic girdle  / Taiwan pr. [ka4]; accord  / to make contact  / to agree  / to consult with  / extensive
qian,1,qian1,Yes,,"thousand; used in 鞦韆｜秋千; inscribed bamboo stick (used in divination, gambling, drawing lots etc)  / small wood sliver  / label  / tag"
qian,2,qian2,Yes,,"coin  / money  / CL: 筆｜笔 / unit of weight, one tenth of a tael 兩｜两; front  / forward  / ahead  / first  / top (followed by a number)  / future  / ago  / before  / BC (e.g. 前293年)  / former  / formerly; surname Qian"
qian,3,qian3,Yes,,shallow  / light (color); to censure  / to reprimand; (usu. of an animal) the part of the side of the body between the ribs and the hipbone
qian,4,qian4,Yes,,to owe  / to lack  / (literary) to be deficient in  / (bound form) yawn  / to raise slightly (a part of one&#039;s body); luxuriant growth of bamboo; pretty  / winsome  / to ask for sb&#039;s help  / son-in-law (old)
qiang,1,qiang1,Yes,,"gun  / firearm  / rifle  / spear  / thing with shape or function similar to a gun  / CL: 支, 把, 桿｜杆, 條｜条, 枝 / to substitute for another person in a test  / to knock  / classifier for rifle shots; variant of 槍｜枪  / rifle  / spear; (bound form) cavity  / (bound form) speech; talk  / tune  / accent (in one&#039;s speech)  / (old) classifier for carcasses of slaughtered livestock"
qiang,2,qiang2,Yes,,"wall (CL:面,堵)  / (slang) to block (a website) (usu. in the passive: 被牆｜被墙); variant of 牆｜墙; strong  / powerful  / better  / slightly more than  / vigorous  / violent  / best in their category, e.g. see 百強｜百强"
qiang,3,qiang3,Yes,,to fight over  / to rush  / to scramble  / to grab  / to rob  / to snatch; cloth for carrying baby on back; to force  / to compel  / to strive  / to make an effort
qiang,4,qiang4,Yes,,"to irritate the nose  / to choke (of smoke, smell etc)  / pungent  / (coll.) (Tw) to shout at sb  / to scold  / to speak out against sb; stagger  / sway from side to side; to briefly boil (a vegetable etc), then dress with soy sauce, oil, vinegar etc  / to briefly stir-fry (meat, chopped spring onions etc), then add to other ingredients and cook further"
qiao,1,qiao1,Yes,,to hit  / to strike  / to tap  / to rap  / to knock  / to rip sb off  / to overcharge; a freckle  / lentigo; used in 悄悄
qiao,2,qiao2,Yes,,bridge  / CL: 座; to look at  / to see  / to see (a doctor)  / to visit; surname Qiao
qiao,3,qiao3,Yes,,opportunely  / coincidentally  / as it happens  / skillful  / timely; quiet  / sad; change countenance  / worry
qiao,4,qiao4,Yes,,(bound form) shell  / Taiwan pr. [ke2]; to stick up  / to rise on one end  / to tilt; variant of 殼｜壳
qie,1,qie1,Yes,,to cut; to slice; to carve  / (math) tangential
qie,2,qie2,Yes,,eggplant; used to transliterate Sanskrit &quot;gha&quot;; (used in place names)
qie,3,qie3,Yes,,and  / moreover  / yet  / for the time being  / to be about to  / both (... and...)
qie,4,qie4,Yes,,"definitely; absolutely (not)  / (scoffing or dismissive interjection) Yeah, right.; Tut!  / to grind  / (bound form) close to  / (bound form) eager  / to correspond to  / (used to indicate that the fanqie 反切 system should be applied to the previous two characters); used in 砌末; concubine  / I, your servant (deprecatory self-reference for women)"
qin,1,qin1,Yes,,parent  / one&#039;s own (flesh and blood)  / relative  / related  / marriage  / bride  / close  / intimate  / in person  / first-hand  / in favor of  / pro-  / to kiss  / (Internet slang) dear; surname Qin; to respect  / to admire  / to venerate  / by the emperor himself
qin,2,qin2,Yes,,"guqin 古琴 (a type of zither)  / musical instrument in general; variant of 琴, guqin or zither; surname Qin  / Qin dynasty (221-207 BC) of the first emperor 秦始皇  / short name for 陝西｜陕西"
qin,3,qin3,Yes,,(bound form) to lie down to sleep or rest  / (bound form) bedroom  / (bound form) imperial tomb  / (literary) to stop; to cease; smiling countenance  / bamboo rope; old variant of 寢｜寝
qin,4,qin4,Yes,,to seep  / to percolate; to press (with one&#039;s hand or finger); to vomit (of dogs and cats)  / to rail against  / to talk nonsense
qing,1,qing1,Yes,,light  / easy  / gentle  / soft  / reckless  / unimportant  / frivolous  / small in number  / unstressed  / neutral  / to disparage; green  / blue  / black  / youth  / young (of people); (of water etc) clear; clean  / quiet; still  / pure; uncorrupted  / clear; distinct  / to clear; to settle (accounts)
qing,2,qing2,Yes,,clear  / fine (weather); (bound form) feelings; emotion; sentiment; passion  / (bound form) situation; condition; to raise; to hold up; to lift up
qing,3,qing3,Yes,,to ask  / to invite  / please (do sth)  / to treat (to a meal etc)  / to request; unit of area equal to 100 畝｜亩 or 6.67 hectares  / a short while  / a little while ago  / circa. (for approximate dates); room  / small hall
qing,4,qing4,Yes,,parents-in-law of one&#039;s offspring; to celebrate; to draw a bamboo bow or crossbow
qiong,1,qiong1,Yes,,eye of an axe
qiong,2,qiong2,Yes,,"poor  / destitute  / to use up  / to exhaust  / thoroughly  / extremely  / (coll.) persistently and pointlessly; abbr. for Hainan Province 海南; jasper  / fine jade  / beautiful  / exquisite (e.g. wine, food)  / abbr. for Hainan province"
qiong,3,qiong3,No,,
qiong,4,qiong4,No,,
qiu,1,qiu1,Yes,,surname Qiu; surname Qiu; autumn  / fall  / harvest time
qiu,2,qiu2,Yes,,ball  / sphere  / globe  / CL: 個｜个 / ball game  / match  / CL: 場｜场; ball used for playing games (variant of 球); to seek  / to look for  / to request  / to demand  / to beseech
qiu,3,qiu3,Yes,,surname Qiu; dry rations (for a journey)  / (dialect) (of noodles etc) to become mush (from overcooking)  / (coll.) embarrassing  / embarrassment
qiu,4,qiu4,No,,
qu,1,qu1,Yes,,area  / region  / district  / small  / distinguish  / CL: 個｜个; surname Qu; bent  / crooked  / wrong
qu,2,qu2,Yes,,surname Qu; startled  / Taiwan pr. [ju4]; thoroughfare
qu,3,qu3,Yes,,to take  / to get  / to choose  / to fetch; tune  / song  / CL: 支; to take a wife  / to marry (a woman)
qu,4,qu4,Yes,,to go  / to go to (a place)  / (of a time etc) last  / just passed  / to send  / to remove  / to get rid of  / to reduce  / to be apart from in space or time  / to die (euphemism)  / to play (a part)  / (when used either before or after a verb) to go in order to do sth  / (after a verb of motion indicates movement away from the speaker)  / (used after certain verbs to indicate detachment or separation); interesting  / to interest; to spy  / watch for
quan,1,quan1,Yes,,"circle; ring; loop (CL:個｜个)  / classifier for loops, orbits, laps of race etc  / to surround; to circle; crossbow (arch.); bowl"
quan,2,quan2,Yes,,all  / whole  / entire  / every  / complete; spring (small stream)  / mouth of a spring  / coin (archaic); authority  / power  / right  / (literary) to weigh  / expedient  / temporary
quan,3,quan3,Yes,,used in 繾綣｜缱绻; dog  / Kangxi radical 94; three-stroke form of Kangxi radical 94 犬
quan,4,quan4,Yes,,"to advise  / to urge  / to try to persuade  / to exhort  / to console  / to soothe; bond (esp. document split in two, with each party holding one half)  / contract  / deed (i.e. title deeds)  / ticket  / voucher  / certificate; variant of 券"
que,1,que1,Yes,,deficiency  / lack  / scarce  / vacant post  / to run short of; alkyne  / also pr. [jue2]; used in place of 缺 (old)  / mistake
que,2,que2,Yes,,lame
que,3,que3,No,,
que,4,que4,Yes,,but  / yet  / however  / while  / to go back  / to decline  / to retreat  / nevertheless  / even though; old variant of 卻｜却; used in 芍陂
qun,1,qun1,Yes,,granary  / Taiwan pr. [jun1]; to shrink back (from sth); squat
qun,2,qun2,Yes,,"group  / crowd  / flock, herd, pack etc; variant of 群; (bound form) skirt"
qun,3,qun3,No,,
qun,4,qun4,No,,
ran,1,ran1,No,,
ran,2,ran2,Yes,,to burn  / to ignite  / to light  / fig. to spark off (hopes)  / to start (debate)  / to raise (hopes); beard  / whiskers; boa
ran,3,ran3,Yes,,to dye  / to catch (a disease)  / to acquire (bad habits etc)  / to contaminate  / to add color washes to a painting; surname Ran; edge of a tortoiseshell  / used in 冉冉
ran,4,ran4,No,,
rang,1,rang1,No,,
rang,2,rang2,Yes,,surname Rang; abundant  / stalk of grain; sacrifice for avoiding calamity
rang,3,rang3,Yes,,to shout  / to bellow  / to make a big deal of sth  / to make a fuss about sth; Japanese variant of 壤; (bound form) soil; earth  / (literary) the earth (contrasted with heaven 天)
rang,4,rang4,Yes,,"to yield  / to permit  / to let sb do sth  / to have sb do sth  / to make sb (feel sad etc)  / by (indicates the agent in a passive clause, like 被); Japanese variant of 讓｜让"
rao,1,rao1,No,,
rao,2,rao2,Yes,,rich  / abundant  / exuberant  / to add for free  / to throw in as bonus  / to spare  / to forgive  / despite  / although; surname Rao; radius (anatomy)  / bone of the forearm
rao,3,rao3,Yes,,to disturb
rao,4,rao4,Yes,,"to wind  / to coil (thread)  / to rotate around  / to spiral  / to move around  / to go round (an obstacle)  / to by-pass  / to make a detour  / to confuse  / to perplex; variant of 繞｜绕, to rotate around  / to spiral  / to move around  / to go round (an obstacle)  / to by-pass  / to make a detour"
re,1,re1,No,,
re,2,re2,No,,
re,3,re3,Yes,,to provoke  / to irritate  / to vex  / to stir up  / to anger  / to attract (troubles)  / to cause (problems); used in 般若  / used in 蘭若｜兰若; to salute  / make one&#039;s curtsy
re,4,re4,Yes,,to warm up  / to heat up  / hot (of weather)  / heat  / fervent; heat  / to burn
ren,1,ren1,No,,
ren,2,ren2,Yes,,"person; people  / CL: 個｜个, 位; humane  / kernel; ninth of the ten Heavenly Stems 十天干  / ninth in order  / letter &quot;I&quot; or Roman &quot;IX&quot; in list &quot;A, B, C&quot;, or &quot;I, II, III&quot; etc  / ancient Chinese compass point: 345°  / nona"
