我吃一碗就可以了。,I'll just eat a bowl.,碗,wǎn,nm.,a bowl of
ten thousand,万,wàn,num.,我们学校有一万名学生。,
我们学校有一万名学生。,"Our school has 10,000 students.",万,wàn,num.,ten thousand
"forget; erase; drop (or fade, slip) from memory; go out of one's mind",忘记,wàngjì,v.,我忘记今天是他的生日了。,
我忘记今天是他的生日了。,I forgot it was his birthday.,忘记,wàngjì,v.,"forget; erase; drop (or fade, slip) from memory; go out of one's mind"
for,为,wèi,prep.,这些菜都是为你准备的。,
这些菜都是为你准备的。,These dishes are prepared for you.,为,wèi,prep.,for
for,为了,wèile,prep.,为了身体健康，我每天都去运动。,
为了身体健康，我每天都去运动。,"For the sake of my health, I exercise every day.",为了,wèile,prep.,for
used for people,位,wèi,nm.,他真是一位好老师。,
他真是一位好老师。,He is such a good teacher.,位,wèi,nm.,used for people
culture; civilization,文化,wénhuà,n.,我对中国文化很感兴趣。,
我对中国文化很感兴趣。,I am very interested in Chinese culture.,文化,wénhuà,n.,culture; civilization
west,西,xī,n.,火车站在西边，你走错了。,
火车站在西边，你走错了。,The train station is on the west side and you are on the wrong track.,西,xī,n.,west
be accustomed to; be/get used to,习惯,xíguàn,v.,他已经习惯了一个人生活。,
他已经习惯了一个人生活。,He was used to living alone.,习惯,xíguàn,v.,be accustomed to; be/get used to
habit; custom; usual practice,习惯,xíguàn,n.,饭前洗手是好习惯。,
饭前洗手是好习惯。,It is a good habit to wash your hands before meals.,习惯,xíguàn,n.,habit; custom; usual practice
toilet; washroom; bathroom,洗手间,xǐshǒujiān,n.,我去一下洗手间。,
我去一下洗手间。,I'll go to the bathroom.,洗手间,xǐshǒujiān,n.,toilet; washroom; bathroom
take a bath; bathe; take a shower,洗澡,xǐzǎo,v.,太热了，我先去洗澡。,
太热了，我先去洗澡。,"It's too hot, I'll go take a shower first.",洗澡,xǐzǎo,v.,take a bath; bathe; take a shower
summer,夏,xià,n.,今年夏天太热了。,
今年夏天太热了。,It's been too hot this summer.,夏,xià,n.,summer
first,先,xiān,adv.,你先去，我一个小时后再去。,
你先去，我一个小时后再去。,"You go first, I'll be there in an hour.",先,xiān,adv.,first
believe in; be convinced of; have faith in; place reliance on; put one's trust in,相信,xiāngxìn,v.,我完全相信你说的话。,
我完全相信你说的话。,I totally believe what you say.,相信,xiāngxìn,v.,believe in; be convinced of; have faith in; place reliance on; put one's trust in
banana,香蕉,xiāngjiāo,n.,你想吃香蕉吗？,
你想吃香蕉吗？,Do you want a banana?,香蕉,xiāngjiāo,n.,banana
to; towards,向,xiàng,prep.,向东走，就可以看到那个学校了。,
向东走，就可以看到那个学校了。,"Going east, you can see the school.",向,xiàng,prep.,to; towards
look alike,像,xiàng,v.,他长得像他爸爸。,
他长得像他爸爸。,He looks like his dad.,像,xiàng,v.,look alike
for example,像,xiàng,prep.,像校长这样的人，到哪里都很受欢迎。,
像校长这样的人，到哪里都很受欢迎。,People like the headmaster are popular everywhere.,像,xiàng,prep.,for example
take care; look out,小心,xiǎoxīn,v.,请小心，路上有很多水。,
请小心，路上有很多水。,"Please be careful, there is a lot of water on the way.",小心,xiǎoxīn,v.,take care; look out
careful,小心,xiǎoxīn,adj.,我很小心地抱起了小猫。,
我很小心地抱起了小猫。,I carefully picked up the kitten.,小心,xiǎoxīn,adj.,careful
(of a secondary or elementary school) principal; headmaster; (of a university or college) president; chancellor,校长,xiàozhǎng,n.,校长已经同意了我们的计划。,
校长已经同意了我们的计划。,The principal has agreed to our plan.,校长,xiàozhǎng,n.,(of a secondary or elementary school) principal; headmaster; (of a university or college) president; chancellor
news,新闻,xīnwén,n.,我每天晚上七点都看新闻。,
我每天晚上七点都看新闻。,I watch the news every night at 7pm.,新闻,xīnwén,n.,news
fresh,新鲜,xīnxiān,adj.,这些都是新鲜水果。,
这些都是新鲜水果。,These are fresh fruits.,新鲜,xīnxiān,adj.,fresh
credit card,信用卡,xìnyòngkǎ,n.,我想去银行办一张信用卡。,
我想去银行办一张信用卡。,I want to go to the bank to get a credit card.,信用卡,xìnyòngkǎ,n.,credit card
trunk; baggage,行李箱,xínglixiāng,n.,请把行李箱打开。,
请把行李箱打开。,Please open the suitcase.,行李箱,xínglixiāng,n.,trunk; baggage
panda,熊猫,xióngmāo,n.,我特别喜欢到动物园去看大熊猫。,
我特别喜欢到动物园去看大熊猫。,I especially like going to the zoo to see giant pandas.,熊猫,xióngmāo,n.,panda
need; claim; demand; want,需要,xūyào,v.,我们需要一些帮助。,
我们需要一些帮助。,We need some help.,需要,xūyào,v.,need; claim; demand; want
choose; select; pick,选择,xuǎnzé,v.,今年夏天你选择去哪儿旅游？,
今年夏天你选择去哪儿旅游？,Where are you traveling to this summer?,选择,xuǎnzé,v.,choose; select; pick
a choice; selection; option,选择,xuǎnzé,n.,我们需要自己做出选择。,
我们需要自己做出选择。,We need to make our own choices.,选择,xuǎnzé,n.,a choice; selection; option
ask; request; demand,要求,yāoqiú,v.,老师要求我们把这些题做完。,
老师要求我们把这些题做完。,The teacher asked us to finish these questions.,要求,yāoqiú,v.,ask; request; demand
request; demand; need,要求,yāoqiú,n.,这是爸爸对我的要求。,
这是爸爸对我的要求。,That's what Dad asked me to do.,要求,yāoqiú,n.,request; demand; need
"grandfather, also used as a title of respect for an old man",爷爷,yéye,n.,爷爷，请您坐这儿吧。,
爷爷，请您坐这儿吧。,"Grandpa, please sit here.",爷爷,yéye,n.,"grandfather, also used as a title of respect for an old man"
surely; certainly; necessarily,一定,yídìng,adv.,明天的会议，请大家一定要参加。,
明天的会议，请大家一定要参加。,"Tomorrow's meeting, please be sure to attend.",一定,yídìng,adv.,surely; certainly; necessarily
fixed; specified; regular; certain,一定,yídìng,adj,他的汉语已经有一定水平了。,
他的汉语已经有一定水平了。,He already has a certain level of Chinese.,一定,yídìng,adj,fixed; specified; regular; certain
altogether; in all; all told,一共,yígòng,adv.,我们班一共有 20 名学生。,
我们班一共有 20 名学生。,There are 20 students in our class.,一共,yígòng,adv.,altogether; in all; all told
a moment,一会儿,yíhuìr,adv.,我看一会儿电视就睡觉。,
我看一会儿电视就睡觉。,I watch TV for a while and then go to bed.,一会儿,yíhuìr,adv.,a moment
the same,一样,yíyàng,adj.,他跟爸爸长得一样。,
他跟爸爸长得一样。,He looked just like Daddy.,一样,yíyàng,adj.,the same
usually; generally; habitually; ordinarily,一般,yìbān,adv.,我一般7 点钟起床。,
我一般7 点钟起床。,I usually get up at 7 o'clock.,一般,yìbān,adv.,usually; generally; habitually; ordinarily
while; as; at the same time; simultaneously,一边,yìbiān,adv.,他喜欢一边看书，一边听音乐。,
他喜欢一边看书，一边听音乐。,He enjoys reading while listening to music.,一边,yìbiān,adv.,while; as; at the same time; simultaneously
all the time,一直,yìzhí,adv.,我一直不明白这句话的意思。,
我一直不明白这句话的意思。,I never understood what that meant.,一直,yìzhí,adv.,all the time
before (a point of time); back; ago; previously; formerly,以前,yǐqián,adv.,我们看电影以前，先去吃个饭吧。,
我们看电影以前，先去吃个饭吧。,"Before we go to the movies, let's have dinner.",以前,yǐqián,adv.,before (a point of time); back; ago; previously; formerly
music,音乐,yīnyuè,n.,她最喜欢看音乐节目。,
她最喜欢看音乐节目。,She enjoys watching music shows the most.,音乐,yīnyuè,n.,music
bank,银行,yínháng,n.,银行下午 5 点关门。,
银行下午 5 点关门。,Bank closes at 5pm.,银行,yínháng,n.,bank
beverage; drink,饮料,yǐnliào,n.,冰箱里还有饮料吗？,
冰箱里还有饮料吗？,Are there any more drinks in the fridge?,饮料,yǐnliào,n.,beverage; drink
should; have to; ought to; must,应该,yīnggāi,aux.,8 点了，应该去上班了。,
8 点了，应该去上班了。,"It's 8 o'clock, it's time to go to work.",应该,yīnggāi,aux.,should; have to; ought to; must
influence; affect; concern; work upon,影响,yǐngxiǎng,v.,请不要影响别人休息。,
请不要影响别人休息。,Please do not interfere with others' rest.,影响,yǐngxiǎng,v.,influence; affect; concern; work upon
influence; effect,影响,yǐngxiǎng,n.,环境对人有很大的影响。,
环境对人有很大的影响。,The environment has a great impact on people.,影响,yǐngxiǎng,n.,influence; effect
use,用,yòng,v.,我用了两个小时打扫房间。,
我用了两个小时打扫房间。,I spent two hours cleaning the room.,用,yòng,v.,use
game; play; recreation,游戏,yóuxì,n.,这是孩子们最喜欢玩儿的游戏。,
这是孩子们最喜欢玩儿的游戏。,This is a favorite game for kids to play.,游戏,yóuxì,n.,game; play; recreation
famous,有名,yǒumíng,adj.,这本书很有名。,
这本书很有名。,This book is famous.,有名,yǒumíng,adj.,famous
again; once more,又,yòu,adv.,我们休息了一会儿，又开始工作了。,
我们休息了一会儿，又开始工作了。,We took a break and started working again.,又,yòu,adv.,again; once more
meet,遇到,yùdào,v.,刚才我在街上遇到了张先生。,
刚才我在街上遇到了张先生。,I just met Mr. Zhang on the street.,遇到,yùdào,v.,meet
RMB Yuan,元,yuán,nm.,这块手表 600元。,
这块手表 600元。,This watch is 600 yuan.,元,yuán,nm.,RMB Yuan
be willing; wish; like; want,愿意,yuànyì,aux.,他很愿意帮助别人。,
他很愿意帮助别人。,He is very willing to help others.,愿意,yuànyì,aux.,be willing; wish; like; want
the Moon,月亮,yuèliang,n.,今晚的月亮真圆！,
今晚的月亮真圆！,The moon is round tonight!,月亮,yuèliang,n.,the Moon
the more…the more…,越,yuè,adv.,他越说越高兴。,
他越说越高兴。,"The more he said, the happier he was.",越,yuè,adv.,the more…the more…
stand,站,zhàn,v.,爸爸站在我的身边。,
爸爸站在我的身边。,Dad stood beside me.,站,zhàn,v.,stand
distance between two bus stops,站,zhàn,nm.,去火车站，坐地铁 3站就到了。,
去火车站，坐地铁 3站就到了。,"To train station, 3 stops by subway.",站,zhàn,nm.,distance between two bus stops
"used for paper, bed, table,face, etc.",张,zhāng,nm.,请给我一张纸。,
请给我一张纸。,Please give me a piece of paper.,张,zhāng,nm.,"used for paper, bed, table,face, etc."
open up,张,zhāng,v.,小女孩儿张开嘴，笑了。,
小女孩儿张开嘴，笑了。,The little girl opened her mouth and smiled.,张,zhāng,v.,open up
look after; take care,照顾,zhàogù,v.,我生病了，妈妈一直照顾我。,
我生病了，妈妈一直照顾我。,I was sick and my mom took care of me all the time.,照顾,zhàogù,v.,look after; take care
consideration; concern; care,照顾,zhàogù,n.,这些年，他给了我们很多照顾。,
这些年，他给了我们很多照顾。,"Over the years, he has given us a lot of care.",照顾,zhàogù,n.,consideration; concern; care
photo,照片,zhàopiàn,n.,这是我小时候的照片。,
这是我小时候的照片。,This is a picture of me as a kid.,照片,zhàopiàn,n.,photo
camera,照相机,zhàoxiàngjī,n.,我新买了一个照相机。,
我新买了一个照相机。,I bought a new camera.,照相机,zhàoxiàngjī,n.,camera
"one of a pair; for animals, furnitures, boats or ships",只,zhī,nm.,我有一只鞋找不到了。 树上有一只小猫。,
我有一只鞋找不到了。 树上有一只小猫。,I can't find one shoe. There was a kitten in the tree.,只,zhī,nm.,"one of a pair; for animals, furnitures, boats or ships"
only; merely; just,只,zhǐ,adv.,房间里只有我一个人。,
房间里只有我一个人。,There is only me in the room.,只,zhǐ,adv.,only; merely; just
center; middle,中间,zhōngjiān,n.,我站在中间，旁边的是我的同学。,
我站在中间，旁边的是我的同学。,"I stood in the middle, next to my classmates.",中间,zhōngjiān,n.,center; middle
Chinese language,中文,Zhōngwén,n.,我会用中文写文章。,
我会用中文写文章。,I will write the article in Chinese.,中文,Zhōngwén,n.,Chinese language
at last; finally,终于,zhōngyú,adv.,春天终于来了。,
春天终于来了。,spring has finally come!,终于,zhōngyú,adv.,at last; finally
kind; sort; type,种,zhǒng,nm.,超市里有很多种新鲜水果。,
超市里有很多种新鲜水果。,There are many kinds of fresh fruits in the supermarket.,种,zhǒng,nm.,kind; sort; type
important,重要,zhòngyào,adj.,我忘了一件重要的事情。,
我忘了一件重要的事情。,I forgot something important.,重要,zhòngyào,adj.,important
weekend,周末,zhōumò,n.,这个周末你有什么安排？,
这个周末你有什么安排？,What are your plans this weekend?,周末,zhōumò,n.,weekend
major; main,主要,zhǔyào,adj.,这本书主要讲了些什么？,
这本书主要讲了些什么？,What is the main point of this book?,主要,zhǔyào,adj.,major; main
pay attention to; to keep an eye on; take notice of,注意,zhùyì,v.,请注意安全。,
请注意安全。,please pay attention to safety,注意,zhùyì,v.,pay attention to; to keep an eye on; take notice of
worry; feel anxious,着急,zháojí,v.,遇到事情，不要着急。,
遇到事情，不要着急。,"If something happens, don't rush it.",着急,zháojí,v.,worry; feel anxious
oneself; self; one's own,自己,zìjǐ,pron.,我喜欢自己一个人旅游。,
我喜欢自己一个人旅游。,I like to travel alone.,自己,zìjǐ,pron.,oneself; self; one's own
always,总是,zǒngshì,adv.,他总是很早起床。,
他总是很早起床。,He always gets up early.,总是,zǒngshì,adv.,always
mouth,嘴,zuǐ,n.,妹妹的嘴边有一粒米。,
妹妹的嘴边有一粒米。,Sister has a grain of rice on her mouth.,嘴,zuǐ,n.,mouth
recently; of late; lately,最近,zuìjìn,adv.,我最近很忙。,
我最近很忙。,I've been busy lately.,最近,zuìjìn,adv.,recently; of late; lately
school assignment; study assignment,作业,zuòyè,n.,今天的作业你写完了吗？,
今天的作业你写完了吗？,Have you finished your homework for today?,作业,zuòyè,n.,school assignment; study assignment
an effect; an influence,作用,zuòyòng,n.,这种感冒药对我没什么作用。,
这种感冒药对我没什么作用。,This cold medicine doesn't do much for me.,作用,zuòyòng,n.,an effect; an influence
love (between a man and a woman),爱情,àiqíng,n.,这是一个感人的爱情故事。,
这是一个感人的爱情故事。,It's a moving love story.,爱情,àiqíng,n.,love (between a man and a woman)
plan in detail; arrange,安排,ānpái,v.,下午的会议，我已经安排好了。,
下午的会议，我已经安排好了。,"Afternoon meeting, I've arranged it.",安排,ānpái,v.,plan in detail; arrange
plan to do sth,安排,ānpái,n.,他的安排让大家都很满意。,
他的安排让大家都很满意。,His arrangement was very satisfactory to everyone.,安排,ānpái,n.,plan to do sth
safe,安全,ānquán,adj.,晚上开车要注意安全。,
晚上开车要注意安全。,Drive safely at night.,安全,ānquán,adj.,safe
safety,安全,ānquán,n.,请放心，我们会保证您的安全。,
请放心，我们会保证您的安全。,"Rest assured, we will keep you safe.",安全,ānquán,n.,safety
on time; on schedule; punctually,按时,ànshí,adv.,我按时完成了任务。,
我按时完成了任务。,I completed the task on time.,按时,ànshí,adv.,on time; on schedule; punctually
according to,按照,ànzhào,prep.,请按照要求把报告改一下。,
请按照要求把报告改一下。,Please make changes to the report as requested.,按照,ànzhào,prep.,according to
percent,百分之,bǎifēnzhī,prep.,任务完成百分之八十了。,
任务完成百分之八十了。,Eighty percent of the job is done.,百分之,bǎifēnzhī,prep.,percent
great; good; excellent,棒,bàng,adj,你的字写得真棒！,
你的字写得真棒！,Your handwriting is great!,棒,bàng,adj,great; good; excellent
steamed stuffed bun,包子,bāozi,n.,这家饭馆儿的包子味道非常好。,
这家饭馆儿的包子味道非常好。,The buns in this restaurant taste very good.,包子,bāozi,n.,steamed stuffed bun
protect,保护,bǎohù,v.,人们应该保护环境。,
人们应该保护环境。,People should protect the environment.,保护,bǎohù,v.,protect
guarantee; ensure; promise,保证,bǎozhèng,v.,我保证，以后不迟到了。,
我保证，以后不迟到了。,"I promise, I won't be late in the future.",保证,bǎozhèng,v.,guarantee; ensure; promise
guarantee,保证,bǎozhèng,n.,努力是取得成功的保证。,
努力是取得成功的保证。,Effort is the guarantee of success.,保证,bǎozhèng,n.,guarantee
"give your name, age, etc. in order to participate in an activity or organization; enroll;sign up",报名,bàomíng,sv.,你想报名参加运动会吗？,
你想报名参加运动会吗？,Would you like to sign up for the Games?,报名,bàomíng,sv.,"give your name, age, etc. in order to participate in an activity or organization; enroll;sign up"
hold sb or sth with one's arm(s); embrace,抱,bào,v.,他把孩子抱了起来。,
他把孩子抱了起来。,He picked up the child.,抱,bào,v.,hold sb or sth with one's arm(s); embrace
be sorry; feel apologetic; regret,抱歉,bàoqiàn,v.,非常抱歉，让您等了这么久。,
非常抱歉，让您等了这么久。,We're sorry to have kept you waiting.,抱歉,bàoqiàn,v.,be sorry; feel apologetic; regret
times (of the original number or quantity),倍,bèi,nm.,我们学校的留学生比去年多了一倍。,
我们学校的留学生比去年多了一倍。,Our school has twice as many international students as last year.,倍,bèi,nm.,times (of the original number or quantity)
originally,本来,běnlái,adv.,我本来要去看演出，但是突然有事儿不能去了。,
我本来要去看演出，但是突然有事儿不能去了。,"I was going to see the show, but suddenly something happened and I couldn't go.",本来,běnlái,adv.,originally
dull; foolish; stupid,笨,bèn,adj.,你并不笨，只是需要更努力。,
你并不笨，只是需要更努力。,"You're not stupid, you just need to work harder.",笨,bèn,adj.,dull; foolish; stupid
take sth for example,比如,bǐrú,v.,我有很多爱好，比如游泳和读书。,
我有很多爱好，比如游泳和读书。,I have many hobbies such as swimming and reading.,比如,bǐrú,v.,take sth for example
graduate,毕业,bìyè,sv.,我今年上大三，明年毕业。,
我今年上大三，明年毕业。,I am a junior this year and will graduate next year.,毕业,bìyè,sv.,graduate
number of times,遍,biàn,vm.,这篇文章，我读了很多遍。,
这篇文章，我读了很多遍。,I have read this article many times.,遍,biàn,vm.,number of times
standard; criterion,标准,biāozhǔn,n.,你选男友的标准太高了。,
你选男友的标准太高了。,Your criteria for choosing a boyfriend is too high.,标准,biāozhǔn,n.,standard; criterion
conforming to a standard,标准,biāozhǔn,adj.,你的普通话说得很标准。,
你的普通话说得很标准。,Your Mandarin is standard.,标准,biāozhǔn,adj.,conforming to a standard
form; table; list,表格,biǎogé,n.,请在表格里填上您的姓名。,
请在表格里填上您的姓名。,Please fill in your name in the form.,表格,biǎogé,n.,form; table; list
express; convey,表示,biǎoshì,v.,他表示愿意继续在公司工作。,
他表示愿意继续在公司工作。,He expressed his willingness to continue working at the company.,表示,biǎoshì,v.,express; convey
act; perform; play,表演,biǎoyǎn,v.,你们要表演什么节目？,
你们要表演什么节目？,What show are you going to perform?,表演,biǎoyǎn,v.,act; perform; play
exhibition; show; program; performance,表演,biǎoyǎn,n.,今天的表演太精彩了！,
今天的表演太精彩了！,What a show today!,表演,biǎoyǎn,n.,exhibition; show; program; performance
praise,表扬,biǎoyáng,v.,小明喜欢帮助别人，老师表扬了他。,
小明喜欢帮助别人，老师表扬了他。,"Xiao Ming liked to help others, and the teacher praised him.",表扬,biǎoyáng,v.,praise
praise; recognition,表扬,biǎoyáng,n.,他经常得到校长的表扬。,
他经常得到校长的表扬。,He was often praised by the headmaster.,表扬,biǎoyáng,n.,praise; recognition
cracker; cookie; biscuit,饼干,bǐnggān,n.,我买了饼干，吃点儿吧。,
我买了饼干，吃点儿吧。,"I bought biscuits, eat some.",饼干,bǐnggān,n.,cracker; cookie; biscuit
further more; besides,并且,bìngqiě,conj.,她很聪明，并且很努力。,
她很聪明，并且很努力。,She's smart and she works hard.,并且,bìngqiě,conj.,further more; besides
doctor (an academic degree),博士,bóshì,n.,我来介绍一下，这位是李博士。,
我来介绍一下，这位是李博士。,Let me introduce you to Dr. Li.,博士,bóshì,n.,doctor (an academic degree)
but; however,不过,búguò,conj.,他很优秀，不过不符合公司的招聘条件。,
他很优秀，不过不符合公司的招聘条件。,"He is excellent, but does not meet the company's recruitment requirements.",不过,búguò,conj.,but; however
must; have to,不得不,bùdébù,conj.,任务还没完成，所以周末我们不得不加班。,
任务还没完成，所以周末我们不得不加班。,"The task was not completed, so we had to work overtime on the weekend.",不得不,bùdébù,conj.,must; have to
no matter; whether or not,不管,bùguǎn,conj.,不管天怎么样，我都要爬 ft。,
不管天怎么样，我都要爬 ft。,"No matter what the day, I have to climb ft.",不管,bùguǎn,conj.,no matter; whether or not
feel shy or sorry,不好意思,bùhǎoyìsi,conj.,大家都看着他，他有点儿不好意思了。,
大家都看着他，他有点儿不好意思了。,"Everyone looked at him, and he was a little embarrassed.",不好意思,bùhǎoyìsi,conj.,feel shy or sorry
not only,不仅,bùjǐn,conj.,我不仅去过那个城市，而且去过很多次。,
我不仅去过那个城市，而且去过很多次。,"I've not only been to that city, I've been there many times.",不仅,bùjǐn,conj.,not only
part; section; portion,部分,bùfen,n.,这本小说由四部分组成。,
这本小说由四部分组成。,The novel consists of four parts.,部分,bùfen,n.,part; section; portion
rub or wipe in order to clean,擦,cā,v.,我已经把窗户擦干净了。,
我已经把窗户擦干净了。,I've cleaned the windows.,擦,cā,v.,rub or wipe in order to clean
guess,猜,cāi,v.,你猜我给你准备了什么生日礼物？,
你猜我给你准备了什么生日礼物？,Guess what I got you for your birthday?,猜,cāi,v.,guess
reference material,材料,cáiliào,n.,报名需要什么材料？,
报名需要什么材料？,What do I need to sign up?,材料,cáiliào,n.,reference material
visit for learning,参观,cānguān,v.,学校组织大家去长城参观。,
学校组织大家去长城参观。,The school organizes everyone to visit the Great Wall.,参观,cānguān,v.,visit for learning
restaurant,餐厅,cāntīng,n.,学校附近新开了一家餐厅。,
学校附近新开了一家餐厅。,A new restaurant has opened near the school.,餐厅,cāntīng,n.,restaurant
toilet; bathroom; washroom,厕所,cèsuǒ,n.,男厕所在一层。,
男厕所在一层。,The men's toilet is on the first floor.,厕所,cèsuǒ,n.,toilet; bathroom; washroom
about; nearly,差不多,chàbuduō,adv.,我每天差不多7 点起床。,
我每天差不多7 点起床。,I get up about 7 o'clock every day.,差不多,chàbuduō,adv.,about; nearly
the Great Wall,长城,Chángchéng,n.,我想周末去参观长城。,
我想周末去参观长城。,I want to visit the Great Wall on the weekend.,长城,Chángchéng,n.,the Great Wall
the Yangtze River,长江,Chángjiāng,n.,长江是中国的第一大河。,
长江是中国的第一大河。,The Yangtze River is the largest river in China.,长江,Chángjiāng,n.,the Yangtze River
taste,尝,cháng,v.,快来尝尝我做的菜，味道怎么样？,
快来尝尝我做的菜，味道怎么样？,"Come and taste my cooking, how does it taste?",尝,cháng,v.,taste
used for activities,场,chǎng,vm.,今年下午有场足球比赛。,
今年下午有场足球比赛。,There is a football game this afternoon.,场,chǎng,vm.,used for activities
leave behind; outstrip,超过,chāoguò,v.,每天有超过三百个航班在这里起飞。,
每天有超过三百个航班在这里起飞。,Over 300 flights depart here every day.,超过,chāoguò,v.,leave behind; outstrip
noisy,吵,chǎo,adj.,外面太吵了，我睡不着。,
外面太吵了，我睡不着。,It's so noisy outside that I can't sleep.,吵,chǎo,adj.,noisy
quarrel,吵,chǎo,v.,他和朋友吵了，所以很不高兴。,
他和朋友吵了，所以很不高兴。,He was upset because he had quarreled with a friend.,吵,chǎo,v.,quarrel
succeed,成功,chénggōng,v.,太好了，我们终于成功了。,
太好了，我们终于成功了。,"Great, we finally made it.",成功,chénggōng,v.,succeed
success,成功,chénggōng,n.,经过努力，我们取得了成功。,
经过努力，我们取得了成功。,"Through hard work, we have succeeded.",成功,chénggōng,n.,success
become,成为,chéngwéi,v.,几年不见，她现在已经成为了一名医生。,
几年不见，她现在已经成为了一名医生。,"After a few years, she has now become a doctor.",成为,chéngwéi,v.,become
honest,诚实,chéngshí,adj.,诚实的人值得我们尊重。,
诚实的人值得我们尊重。,Honest people deserve our respect.,诚实,chéngshí,adj.,honest
"take a ride (in a car, ship, etc.)",乘坐,chéngzuò,v.,欢迎您乘坐本次航班。,
欢迎您乘坐本次航班。,Welcome aboard this flight.,乘坐,chéngzuò,v.,"take a ride (in a car, ship, etc.)"
feel afraid suddenly; be startled; be shocked; be astonished; be taken aback,吃惊,chījīng,sv.,这个消息非常令人吃惊。,
这个消息非常令人吃惊。,This news is very surprising.,吃惊,chījīng,sv.,feel afraid suddenly; be startled; be shocked; be astonished; be taken aback
once again,重新,chóngxīn,adv.,他把事情重新说了一遍。,
他把事情重新说了一遍。,He said it all over again.,重新,chóngxīn,adv.,once again
smoke a cigarette,抽烟,chōuyān,adv.,对不起，医院里不能抽烟。,
对不起，医院里不能抽烟。,"Sorry, you can't smoke in the hospital.",抽烟,chōuyān,adv.,smoke a cigarette
be on a business trip,出差,chūchāi,sv.,爸爸已经出差一个多月了。,
爸爸已经出差一个多月了。,Dad has been away on business for more than a month.,出差,chūchāi,sv.,be on a business trip
set out; start off; leave; head; move on; take the road,出发,chūfā,v.,我从北京出发去上海。,
我从北京出发去上海。,I'm leaving Beijing for Shanghai.,出发,chūfā,v.,set out; start off; leave; head; move on; take the road
be born,出生,chūshēng,v.,女儿是 1990 年出生的。,
女儿是 1990 年出生的。,The daughter was born in 1990.,出生,chūshēng,v.,be born
kitchen,厨房,chúfáng,n.,我正在厨房里做饭呢。,
我正在厨房里做饭呢。,I'm cooking in the kitchen.,厨房,chúfáng,n.,kitchen
fax,传真,chuánzhēn,n.,请帮我发一份传真。,
请帮我发一份传真。,Please send me a fax.,传真,chuánzhēn,n.,fax
window,窗户,chuānghu,n.,她坐在窗户旁边安静地看书。,
她坐在窗户旁边安静地看书。,She sat quietly reading by the window.,窗户,chuānghu,n.,window
word and phrase,词语,cíyǔ,n.,请把你们不认识的词语都找出来。,
请把你们不认识的词语都找出来。,Please find out all the words you don't know.,词语,cíyǔ,n.,word and phrase
right from the beginning; always; at all times; all along,从来,cónglái,adv.,我从来没见过他。,
我从来没见过他。,I've never met him.,从来,cónglái,adv.,right from the beginning; always; at all times; all along
careless; thoughtless,粗心,cūxīn,adj.,你真是太粗心了。,
你真是太粗心了。,You are so careless.,粗心,cūxīn,adj.,careless; thoughtless
keep; save; deposit,存,cún,v.,我把钱存进了银行。,
我把钱存进了银行。,I put the money in the bank.,存,cún,v.,keep; save; deposit
wrong; incorrect; mistaken,错误,cuòwù,adj.,我觉得这种说法是错误的。,
我觉得这种说法是错误的。,I think this statement is wrong.,错误,cuòwù,adj.,wrong; incorrect; mistaken
error; mistake,错误,cuòwù,n.,谢谢你指出了我的错误。,
谢谢你指出了我的错误。,Thank you for pointing out my mistake.,错误,cuòwù,n.,error; mistake
an answer or key to a question or problem,答案,dá’àn,n.,我不知道这道题的答案。,
我不知道这道题的答案。,I don't know the answer to that question.,答案,dá’àn,n.,an answer or key to a question or problem
dress up; make up,打扮,dǎban,v.,她简单打扮了一下就出门了。,
她简单打扮了一下就出门了。,She simply dressed up and went out.,打扮,dǎban,v.,dress up; make up
bother; interrupt; intervene,打扰,dǎrǎo,v.,对不起，打扰一下，王教授在吗？,
对不起，打扰一下，王教授在吗？,"Excuse me, is Professor Wang there?",打扰,dǎrǎo,v.,bother; interrupt; intervene
print,打印,dǎyìn,v.,这些材料已经打印完了。,
这些材料已经打印完了。,These materials have been printed.,打印,dǎyìn,v.,print
greet sb by word or gesture,打招呼,dǎzhāohu,v.,他笑着和我打招呼。,
他笑着和我打招呼。,He greeted me with a smile.,打招呼,dǎzhāohu,v.,greet sb by word or gesture
give a discount,打折,dǎzhé,sv.,春节前，商场都在打折。,
春节前，商场都在打折。,"Before the Spring Festival, shopping malls are all discounted.",打折,dǎzhé,sv.,give a discount
give or have an injection,打针,dǎzhēn,sv.,儿子非常害怕打针。,
儿子非常害怕打针。,My son is very afraid of injections.,打针,dǎzhēn,sv.,give or have an injection
almost; probably,大概,dàgài,adv.,他大概不会来了。,
他大概不会来了。,He probably won't come.,大概,dàgài,adv.,almost; probably
embassy,大使馆,dàshǐguǎn,n.,我明天要去大使馆办签证。,
我明天要去大使馆办签证。,I have to go to the embassy tomorrow to get a visa.,大使馆,dàshǐguǎn,n.,embassy
about; approximately; more or less,大约,dàyuē,adv.,他大约有三十多岁。,
他大约有三十多岁。,He was in his thirties or so.,大约,dàyuē,adv.,about; approximately; more or less
doctor; physician; surgeon,大夫,dàifu,n.,李大夫，您明天上午在医院吗？,
李大夫，您明天上午在医院吗？,"Doctor Li, are you in the hospital tomorrow morning?",大夫,dàifu,n.,doctor; physician; surgeon
wear; put on,戴,dài,v.,外边风大，戴上帽子吧。,
外边风大，戴上帽子吧。,"It's windy outside, put on your hat.",戴,dài,v.,wear; put on
