我生病了，妈妈一直照顾我。,I was sick and my mom took care of me all the time.,照顾,zhàogù,v.,look after; take care,wǒ shēng bìng le ， mā mā yì zhí zhào gù wǒ 。
consideration; concern; care,照顾,zhàogù,n.,这些年，他给了我们很多照顾。,,zhè xiē nián ， tā gěi le wǒ men hěn duō zhào gù 。
这些年，他给了我们很多照顾。,"Over the years, he has given us a lot of care.",照顾,zhàogù,n.,consideration; concern; care,zhè xiē nián ， tā gěi le wǒ men hěn duō zhào gù 。
photo,照片,zhàopiàn,n.,这是我小时候的照片。,,zhè shì wǒ xiǎo shí hòu de zhào piān 。
这是我小时候的照片。,This is a picture of me as a kid.,照片,zhàopiàn,n.,photo,zhè shì wǒ xiǎo shí hòu de zhào piān 。
camera,照相机,zhàoxiàngjī,n.,我新买了一个照相机。,,wǒ xīn mǎi le yí gè zhào xiàng jī 。
我新买了一个照相机。,I bought a new camera.,照相机,zhàoxiàngjī,n.,camera,wǒ xīn mǎi le yí gè zhào xiàng jī 。
"one of a pair; for animals, furnitures, boats or ships",只,zhī,nm.,我有一只鞋找不到了。 树上有一只小猫。,,wǒ yǒu yī zhī xié zhǎo bú dào le 。  shù shàng yǒu yī zhī xiǎo māo 。
我有一只鞋找不到了。 树上有一只小猫。,I can't find one shoe. There was a kitten in the tree.,只,zhī,nm.,"one of a pair; for animals, furnitures, boats or ships",wǒ yǒu yī zhī xié zhǎo bú dào le 。  shù shàng yǒu yī zhī xiǎo māo 。
only; merely; just,只,zhǐ,adv.,房间里只有我一个人。,,fáng jiān lǐ zhǐ yǒu wǒ yí gè rén 。
房间里只有我一个人。,There is only me in the room.,只,zhǐ,adv.,only; merely; just,fáng jiān lǐ zhǐ yǒu wǒ yí gè rén 。
center; middle,中间,zhōngjiān,n.,我站在中间，旁边的是我的同学。,,wǒ zhàn zài zhōng jiān ， páng biān de shì wǒ de tóng xué 。
我站在中间，旁边的是我的同学。,"I stood in the middle, next to my classmates.",中间,zhōngjiān,n.,center; middle,wǒ zhàn zài zhōng jiān ， páng biān de shì wǒ de tóng xué 。
Chinese language,中文,Zhōngwén,n.,我会用中文写文章。,,wǒ huì yòng zhōng wén xiě wén zhāng 。
我会用中文写文章。,I will write the article in Chinese.,中文,Zhōngwén,n.,Chinese language,wǒ huì yòng zhōng wén xiě wén zhāng 。
at last; finally,终于,zhōngyú,adv.,春天终于来了。,,chūn tiān zhōng yú lái le 。
春天终于来了。,spring has finally come!,终于,zhōngyú,adv.,at last; finally,chūn tiān zhōng yú lái le 。
kind; sort; type,种,zhǒng,nm.,超市里有很多种新鲜水果。,,chāo shì lǐ yǒu hěn duō zhǒng xīn xiān shuǐ guǒ 。
超市里有很多种新鲜水果。,There are many kinds of fresh fruits in the supermarket.,种,zhǒng,nm.,kind; sort; type,chāo shì lǐ yǒu hěn duō zhǒng xīn xiān shuǐ guǒ 。
important,重要,zhòngyào,adj.,我忘了一件重要的事情。,,wǒ wàng le yī jiàn zhòng yào de shì qíng 。
我忘了一件重要的事情。,I forgot something important.,重要,zhòngyào,adj.,important,wǒ wàng le yī jiàn zhòng yào de shì qíng 。
weekend,周末,zhōumò,n.,这个周末你有什么安排？,,zhè ge zhōu mò nǐ yǒu shén me ān pái ？
这个周末你有什么安排？,What are your plans this weekend?,周末,zhōumò,n.,weekend,zhè ge zhōu mò nǐ yǒu shén me ān pái ？
major; main,主要,zhǔyào,adj.,这本书主要讲了些什么？,,zhè běn shū zhǔ yào jiǎng le xiē shén me ？
这本书主要讲了些什么？,What is the main point of this book?,主要,zhǔyào,adj.,major; main,zhè běn shū zhǔ yào jiǎng le xiē shén me ？
pay attention to; to keep an eye on; take notice of,注意,zhùyì,v.,请注意安全。,,qǐng zhù yì ān quán 。
请注意安全。,please pay attention to safety,注意,zhùyì,v.,pay attention to; to keep an eye on; take notice of,qǐng zhù yì ān quán 。
worry; feel anxious,着急,zháojí,v.,遇到事情，不要着急。,,yù dào shì qíng ， bú yào zháo jí 。
遇到事情，不要着急。,"If something happens, don't rush it.",着急,zháojí,v.,worry; feel anxious,yù dào shì qíng ， bú yào zháo jí 。
oneself; self; one's own,自己,zìjǐ,pron.,我喜欢自己一个人旅游。,,wǒ xǐ huān zì jǐ yí gè rén lǚ yóu 。
我喜欢自己一个人旅游。,I like to travel alone.,自己,zìjǐ,pron.,oneself; self; one's own,wǒ xǐ huān zì jǐ yí gè rén lǚ yóu 。
always,总是,zǒngshì,adv.,他总是很早起床。,,tā zǒng shì hěn zǎo qǐ chuáng 。
他总是很早起床。,He always gets up early.,总是,zǒngshì,adv.,always,tā zǒng shì hěn zǎo qǐ chuáng 。
mouth,嘴,zuǐ,n.,妹妹的嘴边有一粒米。,,mèi mèi de zuǐ biān yǒu yī lì mǐ 。
妹妹的嘴边有一粒米。,Sister has a grain of rice on her mouth.,嘴,zuǐ,n.,mouth,mèi mèi de zuǐ biān yǒu yī lì mǐ 。
recently; of late; lately,最近,zuìjìn,adv.,我最近很忙。,,wǒ zuì jìn hěn máng 。
我最近很忙。,I've been busy lately.,最近,zuìjìn,adv.,recently; of late; lately,wǒ zuì jìn hěn máng 。
school assignment; study assignment,作业,zuòyè,n.,今天的作业你写完了吗？,,jīn tiān de zuò yè nǐ xiě wán le ma ？
今天的作业你写完了吗？,Have you finished your homework for today?,作业,zuòyè,n.,school assignment; study assignment,jīn tiān de zuò yè nǐ xiě wán le ma ？
an effect; an influence,作用,zuòyòng,n.,这种感冒药对我没什么作用。,,zhè zhǒng gǎn mào yào duì wǒ méi shén me zuò yòng 。
这种感冒药对我没什么作用。,This cold medicine doesn't do much for me.,作用,zuòyòng,n.,an effect; an influence,zhè zhǒng gǎn mào yào duì wǒ méi shén me zuò yòng 。
love (between a man and a woman),爱情,àiqíng,n.,这是一个感人的爱情故事。,,zhè shì yí gè gǎn rén de ài qíng gù shì 。
这是一个感人的爱情故事。,It's a moving love story.,爱情,àiqíng,n.,love (between a man and a woman),zhè shì yí gè gǎn rén de ài qíng gù shì 。
plan in detail; arrange,安排,ānpái,v.,下午的会议，我已经安排好了。,,xià wǔ de huì yì ， wǒ yǐ jīng ān pái hǎo le 。
下午的会议，我已经安排好了。,"Afternoon meeting, I've arranged it.",安排,ānpái,v.,plan in detail; arrange,xià wǔ de huì yì ， wǒ yǐ jīng ān pái hǎo le 。
plan to do sth,安排,ānpái,n.,他的安排让大家都很满意。,,tā de ān pái ràng dà jiā dōu hěn mǎn yì 。
他的安排让大家都很满意。,His arrangement was very satisfactory to everyone.,安排,ānpái,n.,plan to do sth,tā de ān pái ràng dà jiā dōu hěn mǎn yì 。
safe,安全,ānquán,adj.,晚上开车要注意安全。,,wǎn shàng kāi chē yào zhù yì ān quán 。
晚上开车要注意安全。,Drive safely at night.,安全,ānquán,adj.,safe,wǎn shàng kāi chē yào zhù yì ān quán 。
safety,安全,ānquán,n.,请放心，我们会保证您的安全。,,qǐng fàng xīn ， wǒ men huì bǎo zhèng nín de ān quán 。
请放心，我们会保证您的安全。,"Rest assured, we will keep you safe.",安全,ānquán,n.,safety,qǐng fàng xīn ， wǒ men huì bǎo zhèng nín de ān quán 。
on time; on schedule; punctually,按时,ànshí,adv.,我按时完成了任务。,,wǒ àn shí wán chéng le rèn wù 。
我按时完成了任务。,I completed the task on time.,按时,ànshí,adv.,on time; on schedule; punctually,wǒ àn shí wán chéng le rèn wù 。
according to,按照,ànzhào,prep.,请按照要求把报告改一下。,,qǐng àn zhào yāo qiú bǎ bào gào gǎi yī xià 。
请按照要求把报告改一下。,Please make changes to the report as requested.,按照,ànzhào,prep.,according to,qǐng àn zhào yāo qiú bǎ bào gào gǎi yī xià 。
percent,百分之,bǎifēnzhī,prep.,任务完成百分之八十了。,,rèn wù wán chéng bǎi fēn zhī bā shí le 。
任务完成百分之八十了。,Eighty percent of the job is done.,百分之,bǎifēnzhī,prep.,percent,rèn wù wán chéng bǎi fēn zhī bā shí le 。
great; good; excellent,棒,bàng,adj,你的字写得真棒！,,nǐ de zì xiě dé zhēn bàng ！
你的字写得真棒！,Your handwriting is great!,棒,bàng,adj,great; good; excellent,nǐ de zì xiě dé zhēn bàng ！
steamed stuffed bun,包子,bāozi,n.,这家饭馆儿的包子味道非常好。,,zhè jiā fàn guǎn ér de bāo zi wèi dào fēi cháng hǎo 。
这家饭馆儿的包子味道非常好。,The buns in this restaurant taste very good.,包子,bāozi,n.,steamed stuffed bun,zhè jiā fàn guǎn ér de bāo zi wèi dào fēi cháng hǎo 。
protect,保护,bǎohù,v.,人们应该保护环境。,,rén men yīng gāi bǎo hù huán jìng 。
人们应该保护环境。,People should protect the environment.,保护,bǎohù,v.,protect,rén men yīng gāi bǎo hù huán jìng 。
guarantee; ensure; promise,保证,bǎozhèng,v.,我保证，以后不迟到了。,,wǒ bǎo zhèng ， yǐ hòu bù chí dào le 。
我保证，以后不迟到了。,"I promise, I won't be late in the future.",保证,bǎozhèng,v.,guarantee; ensure; promise,wǒ bǎo zhèng ， yǐ hòu bù chí dào le 。
guarantee,保证,bǎozhèng,n.,努力是取得成功的保证。,,nǔ lì shì qǔ dé chéng gōng de bǎo zhèng 。
努力是取得成功的保证。,Effort is the guarantee of success.,保证,bǎozhèng,n.,guarantee,nǔ lì shì qǔ dé chéng gōng de bǎo zhèng 。
"give your name, age, etc. in order to participate in an activity or organization; enroll;sign up",报名,bàomíng,sv.,你想报名参加运动会吗？,,nǐ xiǎng bào míng cān jiā yùn dòng huì ma ？
你想报名参加运动会吗？,Would you like to sign up for the Games?,报名,bàomíng,sv.,"give your name, age, etc. in order to participate in an activity or organization; enroll;sign up",nǐ xiǎng bào míng cān jiā yùn dòng huì ma ？
hold sb or sth with one's arm(s); embrace,抱,bào,v.,他把孩子抱了起来。,,tā bǎ hái zi bào le qǐ lái 。
他把孩子抱了起来。,He picked up the child.,抱,bào,v.,hold sb or sth with one's arm(s); embrace,tā bǎ hái zi bào le qǐ lái 。
be sorry; feel apologetic; regret,抱歉,bàoqiàn,v.,非常抱歉，让您等了这么久。,,fēi cháng bào qiàn ， ràng nín děng le zhè me jiǔ 。
非常抱歉，让您等了这么久。,We're sorry to have kept you waiting.,抱歉,bàoqiàn,v.,be sorry; feel apologetic; regret,fēi cháng bào qiàn ， ràng nín děng le zhè me jiǔ 。
times (of the original number or quantity),倍,bèi,nm.,我们学校的留学生比去年多了一倍。,,wǒ men xué xiào de liú xué shēng bǐ qù nián duō le yí bèi 。
我们学校的留学生比去年多了一倍。,Our school has twice as many international students as last year.,倍,bèi,nm.,times (of the original number or quantity),wǒ men xué xiào de liú xué shēng bǐ qù nián duō le yí bèi 。
originally,本来,běnlái,adv.,我本来要去看演出，但是突然有事儿不能去了。,,wǒ běn lái yào qù kàn yǎn chū ， dàn shì tū rán yǒu shì ér bù néng qù le 。
我本来要去看演出，但是突然有事儿不能去了。,"I was going to see the show, but suddenly something happened and I couldn't go.",本来,běnlái,adv.,originally,wǒ běn lái yào qù kàn yǎn chū ， dàn shì tū rán yǒu shì ér bù néng qù le 。
dull; foolish; stupid,笨,bèn,adj.,你并不笨，只是需要更努力。,,nǐ bìng bù bèn ， zhǐ shì xū yào gèng nǔ lì 。
你并不笨，只是需要更努力。,"You're not stupid, you just need to work harder.",笨,bèn,adj.,dull; foolish; stupid,nǐ bìng bù bèn ， zhǐ shì xū yào gèng nǔ lì 。
take sth for example,比如,bǐrú,v.,我有很多爱好，比如游泳和读书。,,wǒ yǒu hěn duō ài hào ， bǐ rú yóu yǒng hé dú shū 。
我有很多爱好，比如游泳和读书。,I have many hobbies such as swimming and reading.,比如,bǐrú,v.,take sth for example,wǒ yǒu hěn duō ài hào ， bǐ rú yóu yǒng hé dú shū 。
graduate,毕业,bìyè,sv.,我今年上大三，明年毕业。,,wǒ jīn nián shàng dà sān ， míng nián bì yè 。
我今年上大三，明年毕业。,I am a junior this year and will graduate next year.,毕业,bìyè,sv.,graduate,wǒ jīn nián shàng dà sān ， míng nián bì yè 。
number of times,遍,biàn,vm.,这篇文章，我读了很多遍。,,zhè piān wén zhāng ， wǒ dú le hěn duō biàn 。
这篇文章，我读了很多遍。,I have read this article many times.,遍,biàn,vm.,number of times,zhè piān wén zhāng ， wǒ dú le hěn duō biàn 。
standard; criterion,标准,biāozhǔn,n.,你选男友的标准太高了。,,nǐ xuǎn nán yǒu de biāo zhǔn tài gāo le 。
你选男友的标准太高了。,Your criteria for choosing a boyfriend is too high.,标准,biāozhǔn,n.,standard; criterion,nǐ xuǎn nán yǒu de biāo zhǔn tài gāo le 。
conforming to a standard,标准,biāozhǔn,adj.,你的普通话说得很标准。,,nǐ de pǔ tōng huà shuō dé hěn biāo zhǔn 。
你的普通话说得很标准。,Your Mandarin is standard.,标准,biāozhǔn,adj.,conforming to a standard,nǐ de pǔ tōng huà shuō dé hěn biāo zhǔn 。
form; table; list,表格,biǎogé,n.,请在表格里填上您的姓名。,,qǐng zài biǎo gé lǐ tián shàng nín de xìng míng 。
请在表格里填上您的姓名。,Please fill in your name in the form.,表格,biǎogé,n.,form; table; list,qǐng zài biǎo gé lǐ tián shàng nín de xìng míng 。
express; convey,表示,biǎoshì,v.,他表示愿意继续在公司工作。,,tā biǎo shì yuàn yì jì xù zài gōng sī gōng zuò 。
他表示愿意继续在公司工作。,He expressed his willingness to continue working at the company.,表示,biǎoshì,v.,express; convey,tā biǎo shì yuàn yì jì xù zài gōng sī gōng zuò 。
act; perform; play,表演,biǎoyǎn,v.,你们要表演什么节目？,,nǐ men yào biǎo yǎn shén me jié mù ？
你们要表演什么节目？,What show are you going to perform?,表演,biǎoyǎn,v.,act; perform; play,nǐ men yào biǎo yǎn shén me jié mù ？
exhibition; show; program; performance,表演,biǎoyǎn,n.,今天的表演太精彩了！,,jīn tiān de biǎo yǎn tài jīng cǎi le ！
今天的表演太精彩了！,What a show today!,表演,biǎoyǎn,n.,exhibition; show; program; performance,jīn tiān de biǎo yǎn tài jīng cǎi le ！
praise,表扬,biǎoyáng,v.,小明喜欢帮助别人，老师表扬了他。,,xiǎo míng xǐ huān bāng zhù bié rén ， lǎo shī biǎo yáng le tā 。
小明喜欢帮助别人，老师表扬了他。,"Xiao Ming liked to help others, and the teacher praised him.",表扬,biǎoyáng,v.,praise,xiǎo míng xǐ huān bāng zhù bié rén ， lǎo shī biǎo yáng le tā 。
praise; recognition,表扬,biǎoyáng,n.,他经常得到校长的表扬。,,tā jīng cháng dé dào xiào zhǎng de biǎo yáng 。
他经常得到校长的表扬。,He was often praised by the headmaster.,表扬,biǎoyáng,n.,praise; recognition,tā jīng cháng dé dào xiào zhǎng de biǎo yáng 。
cracker; cookie; biscuit,饼干,bǐnggān,n.,我买了饼干，吃点儿吧。,,wǒ mǎi le bǐng gān ， chī diǎn ér ba 。
我买了饼干，吃点儿吧。,"I bought biscuits, eat some.",饼干,bǐnggān,n.,cracker; cookie; biscuit,wǒ mǎi le bǐng gān ， chī diǎn ér ba 。
further more; besides,并且,bìngqiě,conj.,她很聪明，并且很努力。,,tā hěn cōng míng ， bìng qiě hěn nǔ lì 。
她很聪明，并且很努力。,She's smart and she works hard.,并且,bìngqiě,conj.,further more; besides,tā hěn cōng míng ， bìng qiě hěn nǔ lì 。
doctor (an academic degree),博士,bóshì,n.,我来介绍一下，这位是李博士。,,wǒ lái jiè shào yī xià ， zhè wèi shì lǐ bó shì 。
我来介绍一下，这位是李博士。,Let me introduce you to Dr. Li.,博士,bóshì,n.,doctor (an academic degree),wǒ lái jiè shào yī xià ， zhè wèi shì lǐ bó shì 。
but; however,不过,búguò,conj.,他很优秀，不过不符合公司的招聘条件。,,tā hěn yōu xiù ， bù guò bù fú hé gōng sī de zhāo pìn tiáo jiàn 。
他很优秀，不过不符合公司的招聘条件。,"He is excellent, but does not meet the company's recruitment requirements.",不过,búguò,conj.,but; however,tā hěn yōu xiù ， bù guò bù fú hé gōng sī de zhāo pìn tiáo jiàn 。
must; have to,不得不,bùdébù,conj.,任务还没完成，所以周末我们不得不加班。,,rèn wù hái méi wán chéng ， suǒ yǐ zhōu mò wǒ men bù dé bù jiā bān 。
任务还没完成，所以周末我们不得不加班。,"The task was not completed, so we had to work overtime on the weekend.",不得不,bùdébù,conj.,must; have to,rèn wù hái méi wán chéng ， suǒ yǐ zhōu mò wǒ men bù dé bù jiā bān 。
no matter; whether or not,不管,bùguǎn,conj.,不管天怎么样，我都要爬 ft。,,bù guǎn tiān zěn me yàng ， wǒ dōu yào pá  ft。
不管天怎么样，我都要爬 ft。,"No matter what the day, I have to climb ft.",不管,bùguǎn,conj.,no matter; whether or not,bù guǎn tiān zěn me yàng ， wǒ dōu yào pá  ft。
feel shy or sorry,不好意思,bùhǎoyìsi,conj.,大家都看着他，他有点儿不好意思了。,,dà jiā dōu kàn zhe tā ， tā yǒu diǎn ér bù hǎo yì sī le 。
大家都看着他，他有点儿不好意思了。,"Everyone looked at him, and he was a little embarrassed.",不好意思,bùhǎoyìsi,conj.,feel shy or sorry,dà jiā dōu kàn zhe tā ， tā yǒu diǎn ér bù hǎo yì sī le 。
not only,不仅,bùjǐn,conj.,我不仅去过那个城市，而且去过很多次。,,wǒ bù jǐn qù guò nà ge chéng shì ， ér qiě qù guò hěn duō cì 。
我不仅去过那个城市，而且去过很多次。,"I've not only been to that city, I've been there many times.",不仅,bùjǐn,conj.,not only,wǒ bù jǐn qù guò nà ge chéng shì ， ér qiě qù guò hěn duō cì 。
part; section; portion,部分,bùfen,n.,这本小说由四部分组成。,,zhè běn xiǎo shuō yóu sì bù fèn zǔ chéng 。
这本小说由四部分组成。,The novel consists of four parts.,部分,bùfen,n.,part; section; portion,zhè běn xiǎo shuō yóu sì bù fèn zǔ chéng 。
rub or wipe in order to clean,擦,cā,v.,我已经把窗户擦干净了。,,wǒ yǐ jīng bǎ chuāng hù cā gān jìng le 。
我已经把窗户擦干净了。,I've cleaned the windows.,擦,cā,v.,rub or wipe in order to clean,wǒ yǐ jīng bǎ chuāng hù cā gān jìng le 。
guess,猜,cāi,v.,你猜我给你准备了什么生日礼物？,,nǐ cāi wǒ gěi nǐ zhǔn bèi le shén me shēng rì lǐ wù ？
你猜我给你准备了什么生日礼物？,Guess what I got you for your birthday?,猜,cāi,v.,guess,nǐ cāi wǒ gěi nǐ zhǔn bèi le shén me shēng rì lǐ wù ？
reference material,材料,cáiliào,n.,报名需要什么材料？,,bào míng xū yào shén me cái liào ？
报名需要什么材料？,What do I need to sign up?,材料,cáiliào,n.,reference material,bào míng xū yào shén me cái liào ？
visit for learning,参观,cānguān,v.,学校组织大家去长城参观。,,xué xiào zǔ zhī dà jiā qù cháng chéng cān guān 。
学校组织大家去长城参观。,The school organizes everyone to visit the Great Wall.,参观,cānguān,v.,visit for learning,xué xiào zǔ zhī dà jiā qù cháng chéng cān guān 。
restaurant,餐厅,cāntīng,n.,学校附近新开了一家餐厅。,,xué xiào fù jìn xīn kāi le yī jiā cān tīng 。
学校附近新开了一家餐厅。,A new restaurant has opened near the school.,餐厅,cāntīng,n.,restaurant,xué xiào fù jìn xīn kāi le yī jiā cān tīng 。
toilet; bathroom; washroom,厕所,cèsuǒ,n.,男厕所在一层。,,nán cè suǒ zài yī céng 。
男厕所在一层。,The men's toilet is on the first floor.,厕所,cèsuǒ,n.,toilet; bathroom; washroom,nán cè suǒ zài yī céng 。
about; nearly,差不多,chàbuduō,adv.,我每天差不多7 点起床。,,wǒ měi tiān chà bu duō 7  diǎn qǐ chuáng 。
我每天差不多7 点起床。,I get up about 7 o'clock every day.,差不多,chàbuduō,adv.,about; nearly,wǒ měi tiān chà bu duō 7  diǎn qǐ chuáng 。
the Great Wall,长城,Chángchéng,n.,我想周末去参观长城。,,wǒ xiǎng zhōu mò qù cān guān cháng chéng 。
我想周末去参观长城。,I want to visit the Great Wall on the weekend.,长城,Chángchéng,n.,the Great Wall,wǒ xiǎng zhōu mò qù cān guān cháng chéng 。
the Yangtze River,长江,Chángjiāng,n.,长江是中国的第一大河。,,cháng jiāng shì zhōng guó de dì yī dà hé 。
长江是中国的第一大河。,The Yangtze River is the largest river in China.,长江,Chángjiāng,n.,the Yangtze River,cháng jiāng shì zhōng guó de dì yī dà hé 。
taste,尝,cháng,v.,快来尝尝我做的菜，味道怎么样？,,kuài lái cháng cháng wǒ zuò de cài ， wèi dào zěn me yàng ？
快来尝尝我做的菜，味道怎么样？,"Come and taste my cooking, how does it taste?",尝,cháng,v.,taste,kuài lái cháng cháng wǒ zuò de cài ， wèi dào zěn me yàng ？
used for activities,场,chǎng,vm.,今年下午有场足球比赛。,,jīn nián xià wǔ yǒu chǎng zú qiú bǐ sài 。
今年下午有场足球比赛。,There is a football game this afternoon.,场,chǎng,vm.,used for activities,jīn nián xià wǔ yǒu chǎng zú qiú bǐ sài 。
leave behind; outstrip,超过,chāoguò,v.,每天有超过三百个航班在这里起飞。,,měi tiān yǒu chāo guò sān bǎi gè háng bān zài zhè lǐ qǐ fēi 。
每天有超过三百个航班在这里起飞。,Over 300 flights depart here every day.,超过,chāoguò,v.,leave behind; outstrip,měi tiān yǒu chāo guò sān bǎi gè háng bān zài zhè lǐ qǐ fēi 。
noisy,吵,chǎo,adj.,外面太吵了，我睡不着。,,wài miàn tài chǎo le ， wǒ shuì bù zhe 。
外面太吵了，我睡不着。,It's so noisy outside that I can't sleep.,吵,chǎo,adj.,noisy,wài miàn tài chǎo le ， wǒ shuì bù zhe 。
quarrel,吵,chǎo,v.,他和朋友吵了，所以很不高兴。,,tā hé péng yǒu chǎo le ， suǒ yǐ hěn bù gāo xìng 。
他和朋友吵了，所以很不高兴。,He was upset because he had quarreled with a friend.,吵,chǎo,v.,quarrel,tā hé péng yǒu chǎo le ， suǒ yǐ hěn bù gāo xìng 。
succeed,成功,chénggōng,v.,太好了，我们终于成功了。,,tài hǎo le ， wǒ men zhōng yú chéng gōng le 。
太好了，我们终于成功了。,"Great, we finally made it.",成功,chénggōng,v.,succeed,tài hǎo le ， wǒ men zhōng yú chéng gōng le 。
success,成功,chénggōng,n.,经过努力，我们取得了成功。,,jīng guò nǔ lì ， wǒ men qǔ dé le chéng gōng 。
经过努力，我们取得了成功。,"Through hard work, we have succeeded.",成功,chénggōng,n.,success,jīng guò nǔ lì ， wǒ men qǔ dé le chéng gōng 。
become,成为,chéngwéi,v.,几年不见，她现在已经成为了一名医生。,,jǐ nián bú jiàn ， tā xiàn zài yǐ jīng chéng wéi le yī míng yī shēng 。
几年不见，她现在已经成为了一名医生。,"After a few years, she has now become a doctor.",成为,chéngwéi,v.,become,jǐ nián bú jiàn ， tā xiàn zài yǐ jīng chéng wéi le yī míng yī shēng 。
honest,诚实,chéngshí,adj.,诚实的人值得我们尊重。,,chéng shí de rén zhí de wǒ men zūn zhòng 。
诚实的人值得我们尊重。,Honest people deserve our respect.,诚实,chéngshí,adj.,honest,chéng shí de rén zhí de wǒ men zūn zhòng 。
"take a ride (in a car, ship, etc.)",乘坐,chéngzuò,v.,欢迎您乘坐本次航班。,,huān yíng nín chéng zuò běn cì háng bān 。
欢迎您乘坐本次航班。,Welcome aboard this flight.,乘坐,chéngzuò,v.,"take a ride (in a car, ship, etc.)",huān yíng nín chéng zuò běn cì háng bān 。
feel afraid suddenly; be startled; be shocked; be astonished; be taken aback,吃惊,chījīng,sv.,这个消息非常令人吃惊。,,zhè ge xiāo xī fēi cháng lìng rén chī jīng 。
这个消息非常令人吃惊。,This news is very surprising.,吃惊,chījīng,sv.,feel afraid suddenly; be startled; be shocked; be astonished; be taken aback,zhè ge xiāo xī fēi cháng lìng rén chī jīng 。
once again,重新,chóngxīn,adv.,他把事情重新说了一遍。,,tā bǎ shì qíng chóng xīn shuō le yī biàn 。
他把事情重新说了一遍。,He said it all over again.,重新,chóngxīn,adv.,once again,tā bǎ shì qíng chóng xīn shuō le yī biàn 。
smoke a cigarette,抽烟,chōuyān,adv.,对不起，医院里不能抽烟。,,duì bù qǐ ， yī yuàn lǐ bù néng chōu yān 。
对不起，医院里不能抽烟。,"Sorry, you can't smoke in the hospital.",抽烟,chōuyān,adv.,smoke a cigarette,duì bù qǐ ， yī yuàn lǐ bù néng chōu yān 。
be on a business trip,出差,chūchāi,sv.,爸爸已经出差一个多月了。,,bà bà yǐ jīng chū chāi yí gè duō yuè le 。
爸爸已经出差一个多月了。,Dad has been away on business for more than a month.,出差,chūchāi,sv.,be on a business trip,bà bà yǐ jīng chū chāi yí gè duō yuè le 。
set out; start off; leave; head; move on; take the road,出发,chūfā,v.,我从北京出发去上海。,,wǒ cóng běi jīng chū fā qù shàng hǎi 。
我从北京出发去上海。,I'm leaving Beijing for Shanghai.,出发,chūfā,v.,set out; start off; leave; head; move on; take the road,wǒ cóng běi jīng chū fā qù shàng hǎi 。
be born,出生,chūshēng,v.,女儿是 1990 年出生的。,,nǚ ér shì  1990  nián chū shēng de 。
女儿是 1990 年出生的。,The daughter was born in 1990.,出生,chūshēng,v.,be born,nǚ ér shì  1990  nián chū shēng de 。
kitchen,厨房,chúfáng,n.,我正在厨房里做饭呢。,,wǒ zhèng zài chú fáng lǐ zuò fàn ne 。
我正在厨房里做饭呢。,I'm cooking in the kitchen.,厨房,chúfáng,n.,kitchen,wǒ zhèng zài chú fáng lǐ zuò fàn ne 。
fax,传真,chuánzhēn,n.,请帮我发一份传真。,,qǐng bāng wǒ fā yī fèn chuán zhēn 。
请帮我发一份传真。,Please send me a fax.,传真,chuánzhēn,n.,fax,qǐng bāng wǒ fā yī fèn chuán zhēn 。
window,窗户,chuānghu,n.,她坐在窗户旁边安静地看书。,,tā zuò zài chuāng hù páng biān ān jìng dì kàn shū 。
她坐在窗户旁边安静地看书。,She sat quietly reading by the window.,窗户,chuānghu,n.,window,tā zuò zài chuāng hù páng biān ān jìng dì kàn shū 。
word and phrase,词语,cíyǔ,n.,请把你们不认识的词语都找出来。,,qǐng bǎ nǐ men bù rèn shí de cí yǔ dōu zhǎo chū lái 。
请把你们不认识的词语都找出来。,Please find out all the words you don't know.,词语,cíyǔ,n.,word and phrase,qǐng bǎ nǐ men bù rèn shí de cí yǔ dōu zhǎo chū lái 。
right from the beginning; always; at all times; all along,从来,cónglái,adv.,我从来没见过他。,,wǒ cóng lái méi jiàn guò tā 。
我从来没见过他。,I've never met him.,从来,cónglái,adv.,right from the beginning; always; at all times; all along,wǒ cóng lái méi jiàn guò tā 。
careless; thoughtless,粗心,cūxīn,adj.,你真是太粗心了。,,nǐ zhēn shì tài cū xīn le 。
你真是太粗心了。,You are so careless.,粗心,cūxīn,adj.,careless; thoughtless,nǐ zhēn shì tài cū xīn le 。
keep; save; deposit,存,cún,v.,我把钱存进了银行。,,wǒ bǎ qián cún jìn le yín háng 。
我把钱存进了银行。,I put the money in the bank.,存,cún,v.,keep; save; deposit,wǒ bǎ qián cún jìn le yín háng 。
wrong; incorrect; mistaken,错误,cuòwù,adj.,我觉得这种说法是错误的。,,wǒ jué de zhè zhǒng shuō fǎ shì cuò wù de 。
我觉得这种说法是错误的。,I think this statement is wrong.,错误,cuòwù,adj.,wrong; incorrect; mistaken,wǒ jué de zhè zhǒng shuō fǎ shì cuò wù de 。
error; mistake,错误,cuòwù,n.,谢谢你指出了我的错误。,,xiè xiè nǐ zhǐ chū le wǒ de cuò wù 。
谢谢你指出了我的错误。,Thank you for pointing out my mistake.,错误,cuòwù,n.,error; mistake,xiè xiè nǐ zhǐ chū le wǒ de cuò wù 。
an answer or key to a question or problem,答案,dá’àn,n.,我不知道这道题的答案。,,wǒ bù zhī dào zhè dào tí de dá àn 。
我不知道这道题的答案。,I don't know the answer to that question.,答案,dá’àn,n.,an answer or key to a question or problem,wǒ bù zhī dào zhè dào tí de dá àn 。
dress up; make up,打扮,dǎban,v.,她简单打扮了一下就出门了。,,tā jiǎn dān dǎ bàn le yī xià jiù chū mén le 。
